record_id,month,day,year,plot_id,period,diagnostic,length,diameter,recovery_method
29869,10,9,1999,12,Early Pottery Neolithic,base,36,38,Random survey
29870,10,9,1999,12,Early Pottery Neolithic,rim,36,42,Random survey
29871,10,9,1999,12,Ubaid,rim,21,20,Random survey
29872,10,9,1999,12,Ubaid,base,20,19,Random survey
29873,10,9,1999,12,Ubaid,rim,20,19,Random survey
29874,10,9,1999,19,Middle Babylonian,rim,26,32,Random stratified survey
29875,10,9,1999,19,Middle Babylonian,rim,25,38,Random stratified survey
29876,10,9,1999,19,Middle Babylonian,rim,26,39,Random stratified survey
29877,10,9,1999,18,Middle Babylonian,rim,25,30,Stratified survey
29878,10,9,1999,18,Middle Babylonian,rim,25,34,Stratified survey
29879,10,9,1999,18,Middle Babylonian,base,26,38,Stratified survey
29880,10,9,1999,18,Middle Babylonian,rim,27,32,Stratified survey
29881,10,9,1999,18,Middle Babylonian,rim,26,33,Stratified survey
29882,10,9,1999,18,Middle Babylonian,base,27,45,Stratified survey
29883,10,9,1999,17,Early Jazira 1,NA,NA,NA,Random survey
29884,10,9,1999,17,Ubaid,rim,22,21,Random survey
29885,10,9,1999,17,Early Pottery Neolithic,base,38,48,Random survey
29886,10,9,1999,17,Late Chalcolithic 3-5,NA,NA,NA,Random survey
29887,10,9,1999,17,Early Jazira 1,NA,NA,NA,Random survey
29888,10,9,1999,17,Middle Chalcolithic,rim,35,46,Random survey
29889,10,9,1999,17,Early Pottery Neolithic,base,36,48,Random survey
29890,10,9,1999,22,Middle Babylonian,rim,27,36,Random survey
29891,10,9,1999,22,Middle Babylonian,rim,25,21,Random survey
29892,10,9,1999,22,Early Chalcolithic,rim,20,29,Random survey
29893,10,9,1999,21,Middle Babylonian,rim,25,39,Random stratified survey
29894,10,9,1999,21,Early Jazira 2-3,NA,NA,NA,Random stratified survey
29895,10,9,1999,20,Early Jazira 1,NA,NA,NA,Stratified survey
29896,10,9,1999,20,Ubaid,NA,NA,NA,Stratified survey
29897,10,9,1999,24,Late Neolithic,rim,21,29,Test pit
29898,10,9,1999,7,Ninevite V,NA,NA,NA,Test pit
29900,10,10,1999,3,Middle Babylonian,rim,25,22,Random stratified survey
29901,10,10,1999,3,Middle Babylonian,base,26,26,Random stratified survey
29902,10,10,1999,3,Middle Babylonian,base,26,24,Random stratified survey
29903,10,10,1999,3,Early Chalcolithic,base,21,14,Random stratified survey
29904,10,10,1999,4,Ubaid,base,20,7,Random survey
29905,10,10,1999,4,Ubaid,rim,21,9,Random survey
29906,10,10,1999,4,Ubaid,base,21,4,Random survey
29907,10,10,1999,6,Early Chalcolithic,base,20,23,Stratified survey
29908,10,10,1999,6,Middle Babylonian,rim,25,31,Stratified survey
29909,10,10,1999,6,Ubaid,base,22,14,Stratified survey
29910,10,10,1999,11,Ubaid,base,21,13,Random survey
29911,10,10,1999,11,Ubaid,base,21,18,Random survey
29912,10,10,1999,11,Early Pottery Neolithic,rim,35,49,Random survey
29913,10,10,1999,11,Ubaid,base,21,21,Random survey
29914,10,10,1999,11,Early Pottery Neolithic,base,33,57,Random survey
29915,10,10,1999,11,Early Chalcolithic,rim,19,26,Random survey
29916,10,10,1999,9,Early Pottery Neolithic,rim,35,55,Trench
29917,10,10,1999,9,Early Pottery Neolithic,rim,34,41,Trench
29918,10,10,1999,9,Early Pottery Neolithic,base,35,51,Trench
29919,10,10,1999,9,Early Pottery Neolithic,base,36,51,Trench
29920,10,10,1999,8,Middle Chalcolithic,base,35,35,Random survey
29921,10,10,1999,8,Ubaid,rim,19,13,Random survey
29922,10,10,1999,8,Middle Chalcolithic,rim,35,59,Random survey
29923,10,10,1999,8,Ubaid,rim,19,16,Random survey
29924,10,10,1999,8,Ubaid,base,21,21,Random survey
29925,10,10,1999,8,Middle Chalcolithic,base,33,30,Random survey
29926,10,10,1999,13,Middle Babylonian,base,26,48,Stratified survey
29927,10,10,1999,13,Early Chalcolithic,rim,20,29,Stratified survey
29928,10,10,1999,13,Middle Babylonian,rim,26,35,Stratified survey
29929,10,10,1999,13,Early Chalcolithic,base,21,22,Stratified survey
29930,10,10,1999,14,Early Pottery Neolithic,base,33,46,Random survey
29931,10,10,1999,14,Early Pottery Neolithic,base,37,53,Random survey
29932,10,10,1999,14,Early Pottery Neolithic,base,33,34,Random survey
29933,10,10,1999,15,Ubaid,rim,22,24,Random stratified survey
29934,10,10,1999,15,Ubaid,rim,22,22,Random stratified survey
29935,10,10,1999,15,Ubaid,rim,22,19,Random stratified survey
29936,10,10,1999,15,Ubaid,rim,21,17,Random stratified survey
29937,10,10,1999,5,Late Neolithic,rim,20,34,Test pit
29938,10,10,1999,16,Ubaid,rim,21,21,Test pit
29940,11,6,1999,1,Middle Babylonian,rim,26,22,Trench
29941,11,6,1999,1,Ubaid,rim,22,17,Trench
29942,11,6,1999,1,Ubaid,rim,21,17,Trench
29943,11,6,1999,1,Early Chalcolithic,rim,22,32,Trench
29944,11,6,1999,1,Middle Chalcolithic,base,34,47,Trench
29945,11,6,1999,1,Ubaid,base,23,12,Trench
29946,11,6,1999,2,Middle Babylonian,base,27,38,Random survey
29947,11,6,1999,2,Ubaid,base,21,15,Random survey
29948,11,6,1999,2,Ubaid,rim,22,12,Random survey
29949,11,6,1999,2,Ubaid,rim,22,13,Random survey
29950,11,6,1999,2,Pottery Neolithic,rim,33,195,Random survey
29951,11,6,1999,12,4th Millennium,base,26,49,Random survey
29952,11,6,1999,12,Ubaid,rim,22,18,Random survey
29953,11,6,1999,12,Ubaid,base,22,18,Random survey
29954,11,6,1999,12,Ubaid,base,20,12,Random survey
29955,11,6,1999,19,Early Chalcolithic,base,20,21,Random stratified survey
29956,11,6,1999,19,Early Chalcolithic,rim,20,27,Random stratified survey
29957,11,6,1999,19,Middle Babylonian,rim,26,41,Random stratified survey
29958,11,6,1999,19,Middle Babylonian,rim,25,37,Random stratified survey
29959,11,6,1999,19,Middle Babylonian,rim,26,44,Random stratified survey
29960,11,6,1999,19,Middle Babylonian,base,28,50,Random stratified survey
29961,11,6,1999,19,Middle Babylonian,rim,25,35,Random stratified survey
29962,11,6,1999,19,Ubaid,rim,22,18,Random stratified survey
29963,11,6,1999,18,Early Chalcolithic,base,21,19,Stratified survey
29964,11,6,1999,18,Middle Babylonian,rim,25,35,Stratified survey
29965,11,6,1999,18,Middle Babylonian,rim,27,34,Stratified survey
29966,11,6,1999,18,Early Chalcolithic,base,20,27,Stratified survey
29967,11,6,1999,18,Middle Babylonian,base,26,47,Stratified survey
29968,11,6,1999,18,Middle Babylonian,rim,25,32,Stratified survey
29969,11,6,1999,18,Middle Babylonian,rim,27,34,Stratified survey
29970,11,6,1999,17,Early Chalcolithic,base,20,28,Random survey
29971,11,6,1999,17,Early Pottery Neolithic,base,35,31,Random survey
29972,11,6,1999,17,Ubaid,base,22,15,Random survey
29973,11,6,1999,17,Ubaid,rim,21,20,Random survey
29974,11,6,1999,17,Middle Chalcolithic,base,37,49,Random survey
29975,11,6,1999,17,Early Pottery Neolithic,base,36,48,Random survey
29976,11,6,1999,17,Early Pottery Neolithic,base,38,49,Random survey
29977,11,6,1999,20,Ubaid,rim,22,16,Stratified survey
29978,11,6,1999,20,Ubaid,rim,21,14,Stratified survey
29979,11,6,1999,20,Early Chalcolithic,base,20,25,Stratified survey
29980,11,6,1999,20,Ubaid,rim,22,17,Stratified survey
29981,11,6,1999,21,Middle Babylonian,base,27,35,Random stratified survey
29982,11,6,1999,21,Middle Babylonian,base,26,37,Random stratified survey
29983,11,6,1999,21,Ubaid,base,22,17,Random stratified survey
29984,11,6,1999,21,Middle Babylonian,rim,25,35,Random stratified survey
29985,11,6,1999,21,Ubaid,base,22,13,Random stratified survey
29986,11,6,1999,21,Middle Babylonian,base,26,21,Random stratified survey
29987,11,6,1999,22,Ubaid,base,21,10,Random survey
29988,11,6,1999,22,Middle Babylonian,base,26,28,Random survey
29989,11,6,1999,22,Middle Babylonian,rim,25,37,Random survey
29990,11,6,1999,22,Middle Babylonian,rim,26,34,Random survey
29991,11,6,1999,22,Middle Babylonian,rim,25,29,Random survey
29992,11,6,1999,7,Early Jazira 1,NA,NA,NA,Test pit
29993,11,6,1999,24,Ubaid,base,22,18,Test pit
29994,11,6,1999,24,Pottery Neolithic,rim,32,165,Test pit
29996,11,7,1999,3,Middle Babylonian,base,26,23,Random stratified survey
29997,11,7,1999,3,Middle Babylonian,rim,25,30,Random stratified survey
29998,11,7,1999,3,Middle Babylonian,rim,25,29,Random stratified survey
29999,11,7,1999,3,Middle Babylonian,base,25,35,Random stratified survey
30000,11,7,1999,3,Ubaid,base,21,13,Random stratified survey
30001,11,7,1999,3,Ubaid,base,22,15,Random stratified survey
30002,11,7,1999,4,Ubaid,base,21,14,Random survey
30003,11,7,1999,4,Ubaid,base,22,16,Random survey
30004,11,7,1999,4,Ubaid,base,21,14,Random survey
30005,11,7,1999,4,Ubaid,base,22,17,Random survey
30006,11,7,1999,6,Ubaid,base,21,16,Stratified survey
30007,11,7,1999,6,Early Chalcolithic,rim,20,22,Stratified survey
30008,11,7,1999,6,Ubaid,base,20,16,Stratified survey
30009,11,7,1999,6,Middle Babylonian,rim,24,31,Stratified survey
30010,11,7,1999,11,Early Chalcolithic,rim,20,24,Random survey
30011,11,7,1999,11,Ubaid,base,20,11,Random survey
30012,11,7,1999,11,Ubaid,rim,21,17,Random survey
30013,11,7,1999,11,Early Pottery Neolithic,base,36,62,Random survey
30014,11,7,1999,11,Early Pottery Neolithic,base,37,55,Random survey
30015,11,7,1999,11,Early Chalcolithic,base,21,25,Random survey
30016,11,7,1999,11,Ubaid,base,22,18,Random survey
30017,11,7,1999,11,Early Pottery Neolithic,base,36,51,Random survey
30018,11,7,1999,11,Early Pottery Neolithic,base,36,55,Random survey
30019,11,7,1999,11,Early Pottery Neolithic,base,34,27,Random survey
30020,11,7,1999,11,Early Pottery Neolithic,rim,34,61,Random survey
30021,11,7,1999,9,Ubaid,base,22,18,Trench
30022,11,7,1999,9,Middle Babylonian,base,26,39,Trench
30023,11,7,1999,9,Early Pottery Neolithic,rim,34,45,Trench
30024,11,7,1999,9,Early Pottery Neolithic,rim,34,40,Trench
30025,11,7,1999,9,Ubaid,rim,21,18,Trench
30026,11,7,1999,9,Early Pottery Neolithic,base,36,51,Trench
30027,11,7,1999,9,Early Pottery Neolithic,base,31,19,Trench
30028,11,7,1999,8,Middle Chalcolithic,base,33,46,Random survey
30029,11,7,1999,8,Ubaid,NA,NA,NA,Random survey
30030,11,7,1999,8,Early Chalcolithic,base,19,11,Random survey
30031,11,7,1999,8,Ubaid,rim,22,18,Random survey
30032,11,7,1999,8,Middle Babylonian,base,25,26,Random survey
30033,11,7,1999,8,Ubaid,rim,22,12,Random survey
30034,11,7,1999,8,Middle Babylonian,rim,24,20,Random survey
30035,11,7,1999,8,Ubaid,rim,21,15,Random survey
30036,11,7,1999,8,Ubaid,base,22,16,Random survey
30037,11,7,1999,13,Ubaid,base,20,12,Stratified survey
30038,11,7,1999,13,Middle Babylonian,rim,24,36,Stratified survey
30039,11,7,1999,13,Middle Babylonian,rim,26,26,Stratified survey
30040,11,7,1999,13,Middle Babylonian,base,26,47,Stratified survey
30041,11,7,1999,14,Early Chalcolithic,rim,21,33,Random survey
30042,11,7,1999,14,Ubaid,base,22,19,Random survey
30043,11,7,1999,14,Early Jazira 1,NA,NA,NA,Random survey
30044,11,7,1999,14,Early Pottery Neolithic,base,35,45,Random survey
30045,11,7,1999,14,Early Pottery Neolithic,base,36,53,Random survey
30046,11,7,1999,14,Early Pottery Neolithic,base,35,39,Random survey
30047,11,7,1999,14,Early Pottery Neolithic,base,36,49,Random survey
30048,11,7,1999,14,Early Pottery Neolithic,rim,35,45,Random survey
30049,11,7,1999,14,Early Chalcolithic,base,20,23,Random survey
30050,11,7,1999,14,Ubaid,base,21,13,Random survey
30051,11,7,1999,15,Ubaid,rim,21,16,Random stratified survey
30052,11,7,1999,15,Ubaid,rim,21,15,Random stratified survey
30053,11,7,1999,15,Ubaid,rim,22,18,Random stratified survey
30054,11,7,1999,16,Ubaid,rim,21,21,Test pit
30057,12,5,1999,1,Ubaid,rim,21,17,Trench
30058,12,5,1999,1,Middle Babylonian,rim,27,31,Trench
30059,12,5,1999,1,Middle Babylonian,base,26,29,Trench
30060,12,5,1999,1,Ubaid,base,23,17,Trench
30061,12,5,1999,1,Ubaid,rim,22,18,Trench
30062,12,5,1999,1,Middle Chalcolithic,rim,36,69,Trench
30063,12,5,1999,1,Middle Chalcolithic,base,34,53,Trench
30064,12,5,1999,2,Ubaid,base,21,18,Random survey
30065,12,5,1999,2,Early Bronze Age,base,18,11,Random survey
30066,12,5,1999,2,Pottery Neolithic,rim,33,131,Random survey
30067,12,5,1999,2,Pottery Neolithic,NA,NA,194,Random survey
30068,12,5,1999,2,Middle Babylonian,base,27,38,Random survey
30069,12,5,1999,2,Ubaid,rim,23,22,Random survey
30070,12,5,1999,2,Middle Babylonian,base,26,41,Random survey
30071,12,5,1999,12,Ubaid,base,20,14,Random survey
30072,12,5,1999,12,Ubaid,base,20,14,Random survey
30073,12,5,1999,12,Ubaid,base,22,19,Random survey
30074,12,5,1999,12,Middle Chalcolithic,base,35,54,Random survey
30075,12,5,1999,12,Middle Chalcolithic,rim,35,47,Random survey
30076,12,5,1999,12,Ubaid,base,23,23,Random survey
30077,12,5,1999,19,Middle Babylonian,rim,26,37,Random stratified survey
30078,12,5,1999,19,Middle Babylonian,rim,25,34,Random stratified survey
30079,12,5,1999,19,Middle Babylonian,rim,26,36,Random stratified survey
30080,12,5,1999,19,Early Chalcolithic,base,19,16,Random stratified survey
30081,12,5,1999,19,Middle Babylonian,rim,25,33,Random stratified survey
30082,12,5,1999,18,Middle Babylonian,rim,24,33,Stratified survey
30083,12,5,1999,18,Middle Babylonian,rim,27,31,Stratified survey
30084,12,5,1999,18,Middle Babylonian,base,24,21,Stratified survey
30085,12,5,1999,18,Middle Babylonian,base,25,29,Stratified survey
30086,12,5,1999,18,Middle Babylonian,rim,27,32,Stratified survey
30087,12,5,1999,17,Middle Chalcolithic,rim,35,54,Random survey
30088,12,5,1999,17,Early Pottery Neolithic,base,35,41,Random survey
30089,12,5,1999,17,Ubaid,base,21,16,Random survey
30090,12,5,1999,20,Early Chalcolithic,base,20,24,Stratified survey
30091,12,5,1999,20,Ubaid,rim,20,16,Stratified survey
30092,12,5,1999,20,Middle Babylonian,base,25,38,Stratified survey
30093,12,5,1999,20,Ubaid,rim,21,17,Stratified survey
30094,12,5,1999,21,4th Millennium,rim,27,59,Random stratified survey
30095,12,5,1999,21,Middle Babylonian,base,23,26,Random stratified survey
30096,12,5,1999,21,Middle Babylonian,base,24,28,Random stratified survey
30097,12,5,1999,21,Ubaid,rim,21,15,Random stratified survey
30098,12,5,1999,21,Middle Babylonian,base,26,39,Random stratified survey
30099,12,5,1999,21,Ubaid,base,20,16,Random stratified survey
30100,12,5,1999,21,Early Chalcolithic,base,20,19,Random stratified survey
30101,12,5,1999,21,Middle Babylonian,base,23,24,Random stratified survey
30102,12,5,1999,21,Middle Babylonian,rim,25,34,Random stratified survey
30103,12,5,1999,22,Middle Babylonian,rim,26,40,Random survey
30104,12,5,1999,22,Middle Babylonian,base,27,32,Random survey
30105,12,5,1999,22,Early Pottery Neolithic,base,34,45,Random survey
30106,12,5,1999,22,Middle Babylonian,rim,26,40,Random survey
30107,12,5,1999,22,Middle Babylonian,base,24,28,Random survey
30108,12,5,1999,22,Middle Babylonian,base,26,36,Random survey
30109,12,5,1999,23,Early Bronze Age,rim,16,20,Test pit
30111,12,6,1999,3,Middle Babylonian,rim,25,29,Random stratified survey
30112,12,6,1999,3,Ubaid,base,21,12,Random stratified survey
30113,12,6,1999,3,Middle Babylonian,base,NA,39,Random stratified survey
30114,12,6,1999,3,Middle Babylonian,rim,27,28,Random stratified survey
30115,12,6,1999,3,Middle Babylonian,rim,26,28,Random stratified survey
30116,12,6,1999,3,Middle Babylonian,base,26,29,Random stratified survey
30117,12,6,1999,4,Ubaid,base,21,16,Random survey
30118,12,6,1999,4,Ubaid,base,21,14,Random survey
30119,12,6,1999,4,Middle Babylonian,base,24,26,Random survey
30120,12,6,1999,6,Middle Babylonian,base,24,19,Stratified survey
30121,12,6,1999,6,Middle Babylonian,base,24,18,Stratified survey
30122,12,6,1999,6,Ubaid,base,21,16,Stratified survey
30123,12,6,1999,6,Ubaid,base,20,14,Stratified survey
30124,12,6,1999,6,Early Chalcolithic,rim,19,20,Stratified survey
30125,12,6,1999,6,Middle Babylonian,rim,26,30,Stratified survey
30126,12,6,1999,11,Early Pottery Neolithic,base,34,24,Random survey
30127,12,6,1999,11,Ubaid,base,20,13,Random survey
30128,12,6,1999,11,Early Chalcolithic,rim,19,24,Random survey
30129,12,6,1999,11,Ubaid,base,19,16,Random survey
30130,12,6,1999,11,Ubaid,rim,21,17,Random survey
30131,12,6,1999,11,Early Pottery Neolithic,base,34,42,Random survey
30132,12,6,1999,9,Early Pottery Neolithic,base,35,34,Trench
30133,12,6,1999,9,Early Pottery Neolithic,base,36,42,Trench
30134,12,6,1999,9,Ubaid,base,21,13,Trench
30135,12,6,1999,9,Early Pottery Neolithic,base,35,50,Trench
30136,12,6,1999,9,Early Pottery Neolithic,base,37,41,Trench
30137,12,6,1999,9,Early Pottery Neolithic,base,35,49,Trench
30138,12,6,1999,9,Ubaid,rim,21,15,Trench
30139,12,6,1999,8,Middle Babylonian,rim,25,32,Random survey
30140,12,6,1999,8,Ubaid,rim,20,14,Random survey
30141,12,6,1999,8,Ubaid,rim,21,18,Random survey
30142,12,6,1999,8,Early Chalcolithic,base,19,18,Random survey
30143,12,6,1999,8,Middle Babylonian,base,24,34,Random survey
30144,12,6,1999,13,Middle Babylonian,base,26,28,Stratified survey
30145,12,6,1999,13,Ubaid,base,19,14,Stratified survey
30146,12,6,1999,13,Middle Babylonian,rim,25,33,Stratified survey
30147,12,6,1999,14,Early Pottery Neolithic,base,36,42,Random survey
30148,12,6,1999,14,Ubaid,rim,20,13,Random survey
30149,12,6,1999,14,Early Pottery Neolithic,base,34,27,Random survey
30150,12,6,1999,14,Ubaid,rim,21,13,Random survey
30151,12,6,1999,14,Ubaid,base,21,16,Random survey
30152,12,6,1999,15,Ubaid,rim,20,17,Random stratified survey
30153,12,6,1999,15,Ubaid,rim,21,18,Random stratified survey
30154,12,6,1999,15,Ubaid,rim,20,13,Random stratified survey
30155,12,6,1999,16,Early Bronze Age,rim,16,14,Test pit
30159,1,8,2000,1,Ubaid,rim,22,17,Trench
30160,1,8,2000,1,Middle Chalcolithic,base,35,53,Trench
30161,1,8,2000,1,Ubaid,rim,21,17,Trench
30162,1,8,2000,1,Early Pottery Neolithic,base,36,50,Trench
30163,1,8,2000,1,Ubaid,base,20,16,Trench
30164,1,8,2000,1,Middle Babylonian,base,26,27,Trench
30165,1,8,2000,1,Ubaid,rim,22,15,Trench
30166,1,8,2000,1,Ubaid,base,23,19,Trench
30167,1,8,2000,1,Middle Chalcolithic,base,35,41,Trench
30168,1,8,2000,1,Middle Babylonian,base,25,24,Trench
30169,1,8,2000,2,Middle Babylonian,rim,25,24,Random survey
30170,1,8,2000,2,Ubaid,base,21,17,Random survey
30171,1,8,2000,2,Middle Chalcolithic,base,36,52,Random survey
30172,1,8,2000,2,Pottery Neolithic,rim,30,137,Random survey
30173,1,8,2000,2,Middle Chalcolithic,rim,35,54,Random survey
30174,1,8,2000,2,Pottery Neolithic,rim,33,181,Random survey
30175,1,8,2000,2,Pottery Neolithic,base,34,265,Random survey
30176,1,8,2000,2,Middle Babylonian,base,26,27,Random survey
30177,1,8,2000,12,Middle Chalcolithic,rim,32,54,Random survey
30178,1,8,2000,12,Ubaid,base,24,18,Random survey
30179,1,8,2000,12,Early Pottery Neolithic,base,36,60,Random survey
30180,1,8,2000,12,Middle Chalcolithic,base,36,42,Random survey
30181,1,8,2000,12,Middle Chalcolithic,base,35,55,Random survey
30182,1,8,2000,12,Middle Chalcolithic,base,36,63,Random survey
30183,1,8,2000,12,Middle Babylonian,base,25,26,Random survey
30184,1,8,2000,12,Ubaid,base,21,14,Random survey
30185,1,8,2000,12,Early Chalcolithic,rim,20,25,Random survey
30186,1,8,2000,19,Middle Babylonian,rim,25,34,Random stratified survey
30187,1,8,2000,19,Middle Babylonian,rim,26,36,Random stratified survey
30188,1,8,2000,18,Middle Babylonian,base,25,23,Stratified survey
30189,1,8,2000,18,Early Jazira 1,NA,NA,NA,Stratified survey
30190,1,8,2000,18,Middle Babylonian,rim,25,22,Stratified survey
30191,1,8,2000,18,Middle Babylonian,rim,25,22,Stratified survey
30192,1,8,2000,18,Middle Babylonian,base,26,38,Stratified survey
30193,1,8,2000,18,Middle Babylonian,rim,26,33,Stratified survey
30194,1,8,2000,18,Middle Babylonian,rim,26,32,Stratified survey
30195,1,8,2000,18,Late Chalcolithic 3-5,NA,NA,NA,Stratified survey
30196,1,8,2000,17,Early Pottery Neolithic,base,37,52,Random survey
30197,1,8,2000,17,Early Pottery Neolithic,rim,34,43,Random survey
30198,1,8,2000,17,Ubaid,base,22,16,Random survey
30199,1,8,2000,17,Middle Chalcolithic,rim,35,54,Random survey
30200,1,8,2000,17,Middle Babylonian,base,26,31,Random survey
30201,1,8,2000,20,Ubaid,rim,22,17,Stratified survey
30202,1,8,2000,20,Middle Babylonian,base,25,24,Stratified survey
30203,1,8,2000,20,Middle Babylonian,base,26,42,Stratified survey
30204,1,8,2000,20,Pottery Neolithic,rim,35,174,Stratified survey
30205,1,8,2000,21,Middle Babylonian,rim,25,24,Random stratified survey
30206,1,8,2000,21,Ubaid,base,20,13,Random stratified survey
30207,1,8,2000,21,Middle Babylonian,rim,25,32,Random stratified survey
30208,1,8,2000,21,Ubaid,base,22,14,Random stratified survey
30209,1,8,2000,22,Middle Babylonian,base,27,38,Random survey
30210,1,8,2000,22,Early Pottery Neolithic,base,38,56,Random survey
30211,1,8,2000,22,Middle Babylonian,rim,26,35,Random survey
30212,1,8,2000,22,Middle Babylonian,base,26,36,Random survey
30213,1,8,2000,22,Middle Babylonian,rim,26,34,Random survey
30214,1,8,2000,22,Middle Babylonian,base,26,22,Random survey
30215,1,8,2000,22,Early Pottery Neolithic,rim,34,28,Random survey
30216,1,8,2000,22,Middle Babylonian,rim,25,29,Random survey
30217,1,8,2000,23,Early Jazira 1,NA,NA,NA,Test pit
30218,1,8,2000,7,Early Jazira 1,NA,NA,NA,Test pit
30219,1,8,2000,24,Early Bronze Age,base,17,13,Test pit
30220,1,10,2000,3,Early Chalcolithic,rim,20,25,Random stratified survey
30221,1,10,2000,3,Middle Babylonian,rim,25,29,Random stratified survey
30222,1,10,2000,3,Middle Babylonian,base,26,36,Random stratified survey
30223,1,10,2000,3,Middle Babylonian,rim,26,30,Random stratified survey
30224,1,10,2000,3,Middle Babylonian,rim,26,28,Random stratified survey
30225,1,10,2000,3,Ubaid,base,22,17,Random stratified survey
30226,1,10,2000,3,Middle Babylonian,base,27,52,Random stratified survey
30227,1,10,2000,4,Early Pottery Neolithic,base,34,45,Random survey
30228,1,10,2000,4,Middle Babylonian,base,25,30,Random survey
30229,1,10,2000,4,4th Millennium,base,30,72,Random survey
30230,1,10,2000,4,Middle Babylonian,base,26,30,Random survey
30231,1,10,2000,4,Ubaid,base,23,17,Random survey
30232,1,10,2000,4,Middle Babylonian,base,24,24,Random survey
30233,1,10,2000,6,Early Chalcolithic,rim,20,20,Stratified survey
30234,1,10,2000,6,Early Chalcolithic,base,20,27,Stratified survey
30235,1,10,2000,6,Ubaid,base,23,21,Stratified survey
30236,1,10,2000,6,Ubaid,base,22,16,Stratified survey
30237,1,10,2000,6,Ubaid,base,22,19,Stratified survey
30238,1,10,2000,6,Ubaid,rim,21,NA,Stratified survey
30239,1,10,2000,6,Middle Babylonian,rim,25,31,Stratified survey
30240,1,10,2000,11,Ubaid,base,19,15,Random survey
30241,1,10,2000,11,Early Pottery Neolithic,base,35,43,Random survey
30242,1,10,2000,11,Early Pottery Neolithic,base,35,44,Random survey
30243,1,10,2000,11,Middle Chalcolithic,base,35,51,Random survey
30244,1,10,2000,11,Early Pottery Neolithic,base,35,44,Random survey
30245,1,10,2000,11,Ubaid,base,21,16,Random survey
30246,1,10,2000,11,Early Pottery Neolithic,rim,33,54,Random survey
30247,1,10,2000,11,Ubaid,rim,21,16,Random survey
30248,1,10,2000,9,Early Pottery Neolithic,base,34,50,Trench
30249,1,10,2000,9,Early Pottery Neolithic,base,36,43,Trench
30250,1,10,2000,9,Early Pottery Neolithic,base,35,27,Trench
30251,1,10,2000,9,Early Pottery Neolithic,rim,34,46,Trench
30252,1,10,2000,9,Early Pottery Neolithic,base,35,52,Trench
30253,1,10,2000,9,Early Bronze Age,rim,15,16,Trench
30254,1,10,2000,9,Early Pottery Neolithic,base,36,43,Trench
30255,1,10,2000,9,Ubaid,rim,21,16,Trench
30256,1,10,2000,9,Ubaid,base,23,16,Trench
30257,1,10,2000,9,Middle Babylonian,base,26,24,Trench
30258,1,10,2000,8,Ubaid,rim,19,17,Random survey
30259,1,10,2000,8,Middle Babylonian,base,24,37,Random survey
30260,1,10,2000,8,Ubaid,rim,22,15,Random survey
30261,1,10,2000,8,Middle Chalcolithic,base,36,49,Random survey
30262,1,10,2000,8,Middle Babylonian,rim,25,29,Random survey
30263,1,10,2000,8,Early Chalcolithic,base,20,24,Random survey
30264,1,10,2000,8,Ubaid,rim,21,13,Random survey
30265,1,10,2000,13,Early Chalcolithic,base,19,22,Stratified survey
30266,1,10,2000,13,Middle Babylonian,base,26,32,Stratified survey
30267,1,10,2000,13,Middle Babylonian,base,25,30,Stratified survey
30268,1,10,2000,13,Middle Babylonian,base,25,31,Stratified survey
30269,1,10,2000,13,Middle Babylonian,rim,24,28,Stratified survey
30270,1,10,2000,14,Ubaid,base,19,13,Random survey
30271,1,10,2000,14,Early Pottery Neolithic,base,34,41,Random survey
30272,1,10,2000,14,Ubaid,base,19,16,Random survey
30273,1,10,2000,14,Early Pottery Neolithic,base,35,37,Random survey
30274,1,10,2000,14,Early Jazira 1,NA,NA,NA,Random survey
30275,1,10,2000,14,Early Jazira 1,NA,NA,NA,Random survey
30276,1,10,2000,15,Ubaid,rim,21,16,Random stratified survey
30277,1,10,2000,15,Early Chalcolithic,rim,20,19,Random stratified survey
30278,1,10,2000,15,Ubaid,base,21,16,Random stratified survey
30279,1,10,2000,15,Ubaid,rim,20,14,Random stratified survey
30280,1,10,2000,16,Ninevite V,rim,20,30,Test pit
30281,1,10,2000,5,Early Bronze Age,rim,15,19,Test pit
30282,1,10,2000,5,Ubaid,rim,22,19,Test pit
30284,2,5,2000,1,Middle Chalcolithic,base,NA,53,Trench
30285,2,5,2000,1,Ubaid,base,24,19,Trench
30286,2,5,2000,1,Ubaid,rim,22,18,Trench
30287,2,5,2000,1,Middle Babylonian,rim,26,35,Trench
30288,2,5,2000,1,Middle Babylonian,rim,25,27,Trench
30289,2,5,2000,1,Middle Chalcolithic,rim,35,48,Trench
30290,2,5,2000,1,Middle Chalcolithic,rim,36,65,Trench
30291,2,5,2000,1,Early Chalcolithic,rim,21,29,Trench
30292,2,5,2000,1,Early Pottery Neolithic,rim,37,46,Trench
30293,2,5,2000,1,Early Pottery Neolithic,base,36,50,Trench
30294,2,5,2000,1,Middle Chalcolithic,rim,34,49,Trench
30295,2,5,2000,1,Middle Chalcolithic,base,35,59,Trench
30296,2,5,2000,1,Ubaid,rim,23,24,Trench
30297,2,5,2000,2,Middle Babylonian,base,26,30,Random survey
30298,2,5,2000,2,Middle Babylonian,base,26,46,Random survey
30299,2,5,2000,2,Middle Babylonian,rim,25,29,Random survey
30300,2,5,2000,2,Middle Babylonian,rim,26,42,Random survey
