"","record_id","month","day","year","plot_id","period","diagnostic","length","diameter","decoration_type","ceramic_type","manufacture_technique","recovery_method"
"29726",1711,3,31,1979,9,"Early Pottery Neolithic","base",37,31,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29727",1805,5,29,1979,9,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29728",1874,7,3,1979,9,"Early Pottery Neolithic","rim",36,NA,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29729",1947,7,26,1979,9,"Early Pottery Neolithic","rim",34,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29730",2005,8,23,1979,9,"Early Pottery Neolithic","rim",35,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29731",2022,9,22,1979,9,"Early Pottery Neolithic","base",37,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29732",2083,10,24,1979,9,"Early Pottery Neolithic","rim",32,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29733",2088,10,24,1979,9,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29734",2204,11,18,1979,9,"Early Pottery Neolithic","rim",36,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29735",2205,11,18,1979,9,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29736",2261,11,18,1979,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29737",2299,1,15,1980,9,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29738",2444,2,24,1980,9,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29739",2475,2,25,1980,9,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29740",2476,2,25,1980,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29741",2557,3,9,1980,9,"Early Pottery Neolithic","rim",NA,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29742",2592,3,9,1980,9,"Early Pottery Neolithic","base",NA,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29743",2629,3,9,1980,9,"Early Pottery Neolithic","base",NA,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29744",2672,3,9,1980,9,"Early Pottery Neolithic","base",NA,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29745",2743,3,9,1980,9,"Early Pottery Neolithic","rim",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29746",2750,3,21,1980,9,"Early Pottery Neolithic","base",NA,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29747",2859,4,17,1980,9,"Early Pottery Neolithic","base",NA,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29748",3041,6,2,1980,9,"Early Pottery Neolithic","rim",36,51,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29749",3391,10,12,1980,9,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29750",3475,11,9,1980,9,"Early Pottery Neolithic","rim",34,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29751",3476,11,9,1980,9,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29752",3477,11,9,1980,9,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29753",3537,11,9,1980,9,"Early Pottery Neolithic","base",36,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29754",3542,12,15,1980,9,"Early Pottery Neolithic","rim",36,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29755",3548,12,15,1980,9,"Early Pottery Neolithic","rim",35,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29756",3591,12,15,1980,9,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29757",3761,1,12,1981,9,"Early Pottery Neolithic","rim",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29758",3762,1,12,1981,9,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29759",3763,1,12,1981,9,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29760",3795,1,12,1981,9,"Early Pottery Neolithic","rim",36,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29761",3870,2,1,1981,9,"Early Pottery Neolithic","rim",37,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29762",4014,4,5,1981,9,"Early Pottery Neolithic","rim",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29763",4069,4,5,1981,9,"Early Pottery Neolithic","base",NA,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29764",4097,4,5,1981,9,"Early Pottery Neolithic","rim",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29765",4176,4,5,1981,9,"Early Pottery Neolithic","base",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29766",4178,4,5,1981,9,"Early Pottery Neolithic","rim",NA,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29767",4434,5,4,1981,9,"Early Pottery Neolithic","rim",36,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29768",4487,5,4,1981,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29769",4684,7,8,1981,9,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29770",4951,10,26,1981,9,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29771",4954,10,26,1981,9,"Early Pottery Neolithic","base",38,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29772",5045,11,23,1981,9,"Early Pottery Neolithic","rim",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29773",5141,12,31,1981,9,"Early Pottery Neolithic","rim",33,34,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29774",5250,1,24,1982,9,"Early Pottery Neolithic","rim",36,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29775",5481,2,24,1982,9,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29776",5919,5,22,1982,9,"Early Pottery Neolithic","rim",34,30,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29777",5972,5,22,1982,9,"Early Pottery Neolithic","rim",37,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29778",5991,6,28,1982,9,"Early Pottery Neolithic","rim",NA,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29779",6517,9,18,1982,9,"Early Pottery Neolithic","rim",36,34,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29780",6811,10,24,1982,9,"Early Pottery Neolithic","rim",35,32,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29781",6852,10,24,1982,9,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29782",6884,10,24,1982,9,"Early Pottery Neolithic","rim",34,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29783",6888,10,24,1982,9,"Early Pottery Neolithic","rim",33,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29784",6895,10,24,1982,9,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29785",6925,10,24,1982,9,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29786",6932,10,24,1982,9,"Early Pottery Neolithic","rim",35,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29787",6942,10,24,1982,9,"Early Pottery Neolithic","base",38,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29788",6951,10,24,1982,9,"Early Pottery Neolithic","base",38,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29789",7073,11,22,1982,9,"Early Pottery Neolithic","rim",34,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29790",7082,11,22,1982,9,"Early Pottery Neolithic","rim",36,34,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29791",7128,11,22,1982,9,"Early Pottery Neolithic","rim",33,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29792",7271,1,13,1983,9,"Early Pottery Neolithic","rim",35,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29793",7283,1,13,1983,9,"Early Pottery Neolithic","rim",34,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29794",7316,1,13,1983,9,"Early Pottery Neolithic","rim",35,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29795",7447,2,27,1983,9,"Early Pottery Neolithic","rim",35,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29796",7919,5,15,1983,9,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29797",8049,6,18,1983,9,"Early Pottery Neolithic","rim",34,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29798",8124,7,17,1983,9,"Early Pottery Neolithic","rim",34,34,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29799",8249,8,16,1983,9,"Early Pottery Neolithic","rim",35,35,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29800",8268,8,16,1983,9,"Early Pottery Neolithic","rim",34,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29801",8418,9,11,1983,9,"Early Pottery Neolithic","rim",34,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29802",8509,10,16,1983,9,"Early Pottery Neolithic","rim",36,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29803",8536,10,16,1983,9,"Early Pottery Neolithic","rim",35,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29804",8660,11,13,1983,9,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29805",8671,11,13,1983,9,"Early Pottery Neolithic","rim",36,34,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29806",8774,12,9,1983,9,"Early Pottery Neolithic","rim",36,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29807",8797,12,9,1983,9,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29808",8881,2,5,1984,9,"Early Pottery Neolithic","rim",38,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29809",8886,2,5,1984,9,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29810",8908,2,5,1984,9,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29811",8959,3,13,1984,9,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29812",9053,4,10,1984,9,"Early Pottery Neolithic","rim",36,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29813",9151,5,13,1984,9,"Early Pottery Neolithic","base",32,25,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29814",9167,5,13,1984,9,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29815",9170,5,13,1984,9,"Early Pottery Neolithic","rim",35,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29816",9172,5,13,1984,9,"Early Pottery Neolithic","rim",37,51,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29817",9175,5,13,1984,9,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29818",9177,5,13,1984,9,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29819",9179,5,13,1984,9,"Early Pottery Neolithic","rim",33,23,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29820",9188,5,13,1984,9,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29821",9190,5,13,1984,9,"Early Pottery Neolithic","rim",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29822",9258,5,28,1984,9,"Early Pottery Neolithic","rim",35,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29823",9283,5,28,1984,9,"Early Pottery Neolithic","rim",34,29,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29824",9356,7,4,1984,9,"Early Pottery Neolithic","base",36,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29825",9453,8,1,1984,9,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29826",9493,8,26,1984,9,"Early Pottery Neolithic","base",34,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29827",9570,9,30,1984,9,"Early Pottery Neolithic","base",34,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29828",9585,9,30,1984,9,"Early Pottery Neolithic","base",36,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29829",9595,9,30,1984,9,"Early Pottery Neolithic","base",35,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29830",9603,9,30,1984,9,"Early Pottery Neolithic","rim",36,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29831",9679,10,21,1984,9,"Early Pottery Neolithic","base",33,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29832",9686,10,21,1984,9,"Early Pottery Neolithic","base",34,22,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29833",9689,10,21,1984,9,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29834",9708,10,21,1984,9,"Early Pottery Neolithic","base",34,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29835",9763,12,31,1984,9,"Early Pottery Neolithic","base",37,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29836",9879,1,20,1985,9,"Early Pottery Neolithic",NA,NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29837",9886,1,20,1985,9,"Early Pottery Neolithic","base",36,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29838",9923,1,20,1985,9,"Early Pottery Neolithic","rim",34,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29839",9985,2,17,1985,9,"Early Pottery Neolithic","base",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29840",10116,3,17,1985,9,"Early Pottery Neolithic","rim",34,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29841",10117,3,17,1985,9,"Early Pottery Neolithic","rim",35,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29842",10121,3,17,1985,9,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29843",10291,4,21,1985,9,"Early Pottery Neolithic","base",37,29,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29844",10302,4,21,1985,9,"Early Pottery Neolithic","base",38,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29845",10343,4,21,1985,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29846",10355,4,21,1985,9,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29847",10361,4,21,1985,9,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29848",10365,4,21,1985,9,"Early Pottery Neolithic","base",35,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29849",10369,4,21,1985,9,"Early Pottery Neolithic","rim",36,51,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29850",10425,5,24,1985,9,"Early Pottery Neolithic","base",37,33,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29851",10496,6,16,1985,9,"Early Pottery Neolithic","base",37,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29852",10535,6,16,1985,9,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29853",10612,7,24,1985,9,"Early Pottery Neolithic","base",38,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29854",10703,8,20,1985,9,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29855",10722,8,20,1985,9,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29856",10727,8,20,1985,9,"Early Pottery Neolithic","rim",35,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29857",10799,9,22,1985,9,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29858",10820,9,22,1985,9,"Early Pottery Neolithic","rim",35,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29859",10832,9,22,1985,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29860",10891,10,13,1985,9,"Early Pottery Neolithic","base",36,NA,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29861",10893,10,13,1985,9,"Early Pottery Neolithic","base",35,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29862",10900,10,13,1985,9,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29863",10938,10,13,1985,9,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29864",11017,11,17,1985,9,"Early Pottery Neolithic","base",34,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29865",11035,11,17,1985,9,"Early Pottery Neolithic","base",38,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29866",11041,11,17,1985,9,"Early Pottery Neolithic","base",35,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29867",11043,11,17,1985,9,"Early Pottery Neolithic","base",35,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29868",11047,11,17,1985,9,"Early Pottery Neolithic","base",38,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29869",11067,11,17,1985,9,"Early Pottery Neolithic","rim",37,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29870",11155,12,8,1985,9,"Early Pottery Neolithic","base",35,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29871",11162,12,8,1985,9,"Early Pottery Neolithic","base",38,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29872",11166,12,8,1985,9,"Early Pottery Neolithic","base",37,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29873",11173,12,8,1985,9,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29874",11191,12,8,1985,9,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29875",11202,12,8,1985,9,"Early Pottery Neolithic","rim",35,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29876",11218,12,8,1985,9,"Early Pottery Neolithic","rim",36,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29877",11288,3,9,1986,9,"Early Pottery Neolithic","base",37,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29878",11292,3,9,1986,9,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29879",11296,3,9,1986,9,"Early Pottery Neolithic","base",38,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29880",11326,3,9,1986,9,"Early Pottery Neolithic","rim",38,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29881",11335,3,9,1986,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29882",11379,4,13,1986,9,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29883",11416,4,13,1986,9,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29884",11428,4,13,1986,9,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29885",11429,4,13,1986,9,"Early Pottery Neolithic","rim",36,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29886",11432,4,13,1986,9,"Early Pottery Neolithic","rim",33,26,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29887",11504,5,11,1986,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29888",11530,5,11,1986,9,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29889",11532,5,11,1986,9,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29890",11602,6,5,1986,9,"Early Pottery Neolithic","rim",37,41,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29891",11620,6,5,1986,9,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29892",11631,6,5,1986,9,"Early Pottery Neolithic","base",38,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29893",11702,7,4,1986,9,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29894",11714,7,4,1986,9,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29895",11729,7,4,1986,9,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29896",11794,8,10,1986,9,"Early Pottery Neolithic","rim",36,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29897",11798,8,10,1986,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29898",11869,9,7,1986,9,"Early Pottery Neolithic","rim",35,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29899",11873,9,7,1986,9,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29900",11880,9,7,1986,9,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29901",11929,10,5,1986,9,"Early Pottery Neolithic","base",37,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29902",11945,10,5,1986,9,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29903",11947,10,5,1986,9,"Early Pottery Neolithic","rim",37,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29904",11955,10,5,1986,9,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29905",12025,11,16,1986,9,"Early Pottery Neolithic","base",36,52,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29906",12048,11,16,1986,9,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29907",12068,11,16,1986,9,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29908",12070,11,16,1986,9,"Early Pottery Neolithic","base",34,36,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29909",12130,12,15,1986,9,"Early Pottery Neolithic","base",35,54,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29910",12152,12,15,1986,9,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29911",12154,12,15,1986,9,"Early Pottery Neolithic","base",37,38,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29912",12250,2,1,1987,9,"Early Pottery Neolithic","base",36,54,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29913",12264,2,1,1987,9,"Early Pottery Neolithic","base",35,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29914",12286,2,1,1987,9,"Early Pottery Neolithic","rim",35,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29915",12302,2,1,1987,9,"Early Pottery Neolithic","base",35,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29916",12391,3,2,1987,9,"Early Pottery Neolithic","base",38,52,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29917",12409,3,2,1987,9,"Early Pottery Neolithic","rim",37,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29918",12425,3,2,1987,9,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29919",12430,3,2,1987,9,"Early Pottery Neolithic","rim",36,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29920",12457,3,2,1987,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29921",12461,3,2,1987,9,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29922",12551,4,6,1987,9,"Early Pottery Neolithic","base",37,52,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29923",12558,4,6,1987,9,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29924",12587,4,6,1987,9,"Early Pottery Neolithic","base",35,48,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29925",12591,4,6,1987,9,"Early Pottery Neolithic","base",36,42,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29926",12689,4,26,1987,9,"Early Pottery Neolithic","base",36,54,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29927",12712,4,26,1987,9,"Early Pottery Neolithic","rim",37,40,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29928",12718,4,26,1987,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29929",12726,4,26,1987,9,"Early Pottery Neolithic","rim",37,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29930",12734,4,26,1987,9,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29931",12801,5,28,1987,9,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29932",12804,5,28,1987,9,"Early Pottery Neolithic","base",35,50,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29933",12807,5,28,1987,9,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29934",12815,5,28,1987,9,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29935",12828,5,28,1987,9,"Early Pottery Neolithic","rim",35,37,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29936",12841,5,28,1987,9,"Early Pottery Neolithic","rim",31,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29937",12983,7,1,1987,9,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29938",13008,7,1,1987,9,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29939",13014,7,1,1987,9,"Early Pottery Neolithic","base",35,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29940",13033,7,1,1987,9,"Early Pottery Neolithic","rim",35,47,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29941",13133,7,26,1987,9,"Early Pottery Neolithic","rim",NA,39,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29942",13139,7,26,1987,9,"Early Pottery Neolithic","base",NA,49,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29943",13158,7,26,1987,9,"Early Pottery Neolithic","rim",NA,20,"Burnished","Bowl with Ribbed Rim","coil","Trench"
"29944",13160,7,26,1987,9,"Early Pottery Neolithic","base",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Trench"
